muni,county,year,resgas,commgas,indusgas,streetgas,totgas
Stockton borough,Hunterdon,2021,328022.00,80349.00,NDA,NDA,408371.00
Stone Harbor borough,Cape May,2015,1369970.00,246014.00,NDA,NDA,1615984.00
Stone Harbor borough,Cape May,2016,1163226.00,244862.00,NDA,NDA,1408088.00
Stone Harbor borough,Cape May,2017,1215794.00,248087.00,NDA,NDA,1463881.00
Stone Harbor borough,Cape May,2018,1325041.00,255508.00,NDA,NDA,1580549.00
Stone Harbor borough,Cape May,2019,1338759.00,294249.00,NDA,NDA,1633008.00
Stone Harbor borough,Cape May,2020,1321507.00,215295.00,NDA,NDA,1536802.00
Stone Harbor borough,Cape May,2021,1512481.00,243567.00,NDA,NDA,1756047.00
Stow Creek township,Cumberland,2015,150.00,NDA,NDA,NDA,150.00
Stow Creek township,Cumberland,2016,662.00,NDA,NDA,NDA,662.00
Stow Creek township,Cumberland,2017,583.00,NDA,NDA,NDA,583.00
Stow Creek township,Cumberland,2018,747.00,NDA,NDA,NDA,747.00
Stow Creek township,Cumberland,2019,5071.00,NDA,NDA,NDA,5071.00
Stow Creek township,Cumberland,2020,9566.00,3978.00,NDA,NDA,13544.00
Stow Creek township,Cumberland,2021,12849.00,4964.00,NDA,NDA,17814.00
Stratford borough,Camden,2015,1813677.00,1522357.00,NDA,NDA,3336035.00
Stratford borough,Camden,2016,1434772.00,1357724.00,NDA,NDA,2792496.00
Stratford borough,Camden,2017,1500311.00,1365985.00,NDA,NDA,2866296.00
Stratford borough,Camden,2018,1815078.00,1504143.00,NDA,NDA,3319222.00
Stratford borough,Camden,2019,1679915.00,1418768.00,NDA,NDA,3098683.00
Stratford borough,Camden,2020,1548455.00,1404316.00,NDA,NDA,2952771.00
Stratford borough,Camden,2021,1663430.00,1436513.00,NDA,NDA,3099943.00
Summit city,Union,2015,10143011.00,5359577.00,2548557.00,NDA,18051144.00
Summit city,Union,2016,8309568.00,7363807.00,632447.00,NDA,16305822.00
Summit city,Union,2017,8979199.00,7540661.00,615172.00,NDA,17135033.00
Summit city,Union,2018,10073528.00,7458925.00,2378464.00,NDA,19910917.00
Summit city,Union,2019,9634245.00,5805443.00,3371518.00,NDA,18811207.00
Summit city,Union,2020,8811108.00,5265783.00,3962209.00,NDA,18039100.00
Summit city,Union,2021,9390566.00,5773471.00,3154152.00,NDA,18318189.00
Surf City borough,Ocean,2015,847588.00,123822.00,CWC,NDA,971410.00
Surf City borough,Ocean,2016,765263.00,117397.00,CWC,NDA,882660.00
Surf City borough,Ocean,2017,779666.00,120257.00,CWC,NDA,899923.00
Surf City borough,Ocean,2018,974375.00,132510.00,CWC,NDA,1106885.00
Surf City borough,Ocean,2019,915062.00,129271.00,CWC,NDA,1044333.00
Surf City borough,Ocean,2020,838910.00,111266.00,CWC,NDA,950176.00
Surf City borough,Ocean,2021,926807.00,119839.00,CWC,NDA,1046646.00
Sussex borough,Sussex,2015,184052.00,219975.00,NDA,NDA,404026.00
Sussex borough,Sussex,2016,189613.00,227587.00,NDA,NDA,417200.00
Sussex borough,Sussex,2017,208606.00,265842.00,87518.00,NDA,561966.00
Sussex borough,Sussex,2018,239681.00,398550.00,37836.00,NDA,676067.00
Sussex borough,Sussex,2019,242897.00,386349.00,29232.00,NDA,658478.00
Sussex borough,Sussex,2020,379156.00,573218.00,34792.00,NDA,987167.00
Sussex borough,Sussex,2021,416407.00,605331.00,47777.00,NDA,1069515.00
Swedesboro borough,Gloucester,2015,593705.00,360529.00,307754.00,NDA,1261988.00
Swedesboro borough,Gloucester,2016,469009.00,309918.00,330221.00,NDA,1109149.00
Swedesboro borough,Gloucester,2017,505329.00,333303.00,284331.00,NDA,1122963.00
Swedesboro borough,Gloucester,2018,613737.00,318521.00,339210.00,NDA,1271468.00
Swedesboro borough,Gloucester,2019,572032.00,335289.00,409014.00,NDA,1316336.00
Swedesboro borough,Gloucester,2020,536684.00,269266.00,294092.00,NDA,1100041.00
Swedesboro borough,Gloucester,2021,582530.00,305272.00,358772.00,NDA,1246574.00
Tabernacle township,Burlington,2015,666287.00,1061250.00,NDA,NDA,1727537.00
Tabernacle township,Burlington,2016,589856.00,977075.00,NDA,NDA,1566930.00
Tabernacle township,Burlington,2017,627731.00,956770.00,NDA,NDA,1584501.00
Tabernacle township,Burlington,2018,776068.00,1158063.00,NDA,NDA,1934131.00
Tabernacle township,Burlington,2019,798576.00,1036695.00,NDA,NDA,1835270.00
Tabernacle township,Burlington,2020,895820.00,1030556.00,NDA,NDA,1926376.00
Tabernacle township,Burlington,2021,1046890.00,1138108.00,NDA,NDA,2184998.00
Tavistock borough,Camden,2015,NDA,NDA,NDA,NDA,0.00
Tavistock borough,Camden,2016,NDA,NDA,NDA,NDA,0.00
Tavistock borough,Camden,2017,NDA,NDA,NDA,NDA,0.00
Tavistock borough,Camden,2018,NDA,NDA,NDA,NDA,0.00
Tavistock borough,Camden,2019,NDA,NDA,NDA,NDA,0.00
Tavistock borough,Camden,2020,NDA,NDA,NDA,NDA,0.00
Tavistock borough,Camden,2021,NDA,NDA,NDA,NDA,0.00
Teaneck township,Bergen,2015,14243659.00,5612998.00,130609.00,NDA,19987266.00
Teaneck township,Bergen,2016,12081717.00,5008126.00,88711.00,NDA,17178554.00
Teaneck township,Bergen,2017,12599832.00,5288416.00,57703.00,NDA,17945951.00
Teaneck township,Bergen,2018,14255846.00,5771243.00,72353.00,NDA,20099442.00
Teaneck township,Bergen,2019,13500592.00,5280552.00,59204.00,NDA,18840348.00
Teaneck township,Bergen,2020,12520332.00,4716952.00,57900.00,NDA,17295185.00
Teaneck township,Bergen,2021,13430835.00,4976981.00,61503.00,NDA,18469319.00
Tenafly borough,Bergen,2015,7513319.00,1974240.00,7840.00,NDA,9495399.00
Tenafly borough,Bergen,2016,6703102.00,1717586.00,7880.00,NDA,8428568.00
Tenafly borough,Bergen,2017,7048781.00,1805821.00,9320.00,NDA,8863922.00
Tenafly borough,Bergen,2018,7607078.00,1957535.00,10721.00,NDA,9575334.00
Tenafly borough,Bergen,2019,7339952.00,1838978.00,11596.00,NDA,9190526.00
Tenafly borough,Bergen,2020,6883909.00,1606813.00,9567.00,NDA,8500289.00
Tenafly borough,Bergen,2021,7226522.00,1735355.00,9734.00,NDA,8971612.00
Teterboro borough,Bergen,2015,16286.00,2072399.00,492053.00,NDA,2580739.00
Teterboro borough,Bergen,2016,13006.00,1950951.00,515301.00,NDA,2479258.00
Teterboro borough,Bergen,2017,13780.00,2187183.00,520147.00,NDA,2721110.00
Teterboro borough,Bergen,2018,15749.00,2426072.00,609986.00,NDA,3051807.00
Teterboro borough,Bergen,2019,15215.00,2333357.00,619304.00,NDA,2967877.00
Teterboro borough,Bergen,2020,14212.00,1881905.00,430639.00,NDA,2326755.00
Teterboro borough,Bergen,2021,14824.00,1996804.00,523615.00,NDA,2535244.00
Tewksbury township,Hunterdon,2015,1777846.00,280091.00,NDA,NDA,2057937.00
Tewksbury township,Hunterdon,2016,1637192.00,298859.00,NDA,NDA,1936051.00
Tewksbury township,Hunterdon,2017,1693104.00,299464.00,NDA,NDA,1992567.00
Tewksbury township,Hunterdon,2018,1946004.00,328522.00,NDA,NDA,2274525.00
Tewksbury township,Hunterdon,2019,1885851.00,326309.00,NDA,NDA,2212159.00
Tewksbury township,Hunterdon,2020,1761661.00,283712.00,NDA,NDA,2045373.00
Tewksbury township,Hunterdon,2021,1821071.00,313812.00,NDA,NDA,2134883.00
Tinton Falls borough,Monmouth,2015,5177315.00,3964385.00,CWC,NDA,9141700.00
Tinton Falls borough,Monmouth,2016,4721674.00,3642259.00,CWC,NDA,8363933.00
Tinton Falls borough,Monmouth,2017,4947471.00,3919409.00,CWC,NDA,8866880.00
Tinton Falls borough,Monmouth,2018,5599224.00,4501374.00,CWC,NDA,10100598.00
Tinton Falls borough,Monmouth,2019,5432954.00,4482842.00,CWC,NDA,9915796.00
Tinton Falls borough,Monmouth,2020,152630.00,516983.00,CWC,NDA,669613.00
Tinton Falls borough,Monmouth,2021,163434.00,519652.00,CWC,NDA,683086.00
Toms River township,Ocean,2015,30103949.00,9046929.00,CWC,NDA,39150878.00
Toms River township,Ocean,2016,27177257.00,9016360.00,CWC,NDA,36193617.00
Toms River township,Ocean,2017,27399349.00,9229759.00,CWC,NDA,36629108.00
Toms River township,Ocean,2018,32059680.00,10120816.00,CWC,NDA,42180496.00
Toms River township,Ocean,2019,30698402.00,9513016.00,CWC,NDA,40211418.00
Toms River township,Ocean,2020,1520621.00,196581331.00,CWC,NDA,198101952.00
Toms River township,Ocean,2021,1687568.00,170022394.00,CWC,NDA,171709962.00
Totowa borough,Passaic,2015,4520046.00,4737885.00,1412661.00,NDA,10670591.00
Totowa borough,Passaic,2016,4035117.00,3862609.00,1157764.00,NDA,9055489.00
Totowa borough,Passaic,2017,4236652.00,3887588.00,1208849.00,NDA,9333088.00
Totowa borough,Passaic,2018,4617685.00,4375912.00,1281377.00,NDA,10274974.00
Totowa borough,Passaic,2019,4403124.00,4072111.00,1238192.00,NDA,9713427.00
Totowa borough,Passaic,2020,4090631.00,3801581.00,1131669.00,NDA,9023881.00
Totowa borough,Passaic,2021,4254469.00,3943066.00,1226049.00,NDA,9423584.00
Trenton city,Mercer,2015,23046694.00,14533917.00,7663346.00,NDA,45243957.00
Trenton city,Mercer,2016,19610190.00,12728678.00,6009595.00,12893.00,38361356.00
Trenton city,Mercer,2017,20405187.00,12667731.00,5996073.00,12893.00,39081884.00
Trenton city,Mercer,2018,24064249.00,14991532.00,6152574.00,12928.00,45221283.00
Trenton city,Mercer,2019,22758488.00,14171321.00,6235248.00,11830.00,43176888.00
Trenton city,Mercer,2020,21183714.00,12349414.00,5773227.00,12893.00,39319248.00
Trenton city,Mercer,2021,23122929.00,12993479.00,6089682.00,12928.00,42219017.00
Tuckerton borough,Ocean,2015,1429358.00,689695.00,CWC,NDA,2119053.00
Tuckerton borough,Ocean,2016,845983.00,248096.00,CWC,NDA,1094079.00
Tuckerton borough,Ocean,2017,889605.00,247442.00,CWC,NDA,1137047.00
Tuckerton borough,Ocean,2018,1088679.00,284887.00,CWC,NDA,1373566.00
Tuckerton borough,Ocean,2019,1021377.00,269592.00,CWC,NDA,1290969.00
Tuckerton borough,Ocean,2020,941625.00,245592.00,CWC,NDA,1187217.00
Tuckerton borough,Ocean,2021,1010601.00,260499.00,CWC,NDA,1271100.00
Union Beach borough,Monmouth,2015,1601919.00,447881.00,CWC,NDA,2049800.00
Union Beach borough,Monmouth,2016,1492546.00,629006.00,CWC,NDA,2121552.00
Union Beach borough,Monmouth,2017,1536623.00,618916.00,CWC,NDA,2155539.00
Union Beach borough,Monmouth,2018,1800786.00,629582.00,CWC,NDA,2430368.00
Union Beach borough,Monmouth,2019,1744500.00,631570.00,CWC,NDA,2376070.00
Union Beach borough,Monmouth,2020,2254540.00,362839.00,CWC,NDA,2617379.00
Union Beach borough,Monmouth,2021,2344414.00,431682.00,CWC,NDA,2776096.00
Union City city,Hudson,2015,9460245.00,11059040.00,560504.00,NDA,21079789.00
Union City city,Hudson,2016,8052325.00,9627761.00,497643.00,NDA,18177729.00
Union City city,Hudson,2017,8626995.00,10158215.00,520413.00,NDA,19305622.00
Union City city,Hudson,2018,9478417.00,11264745.00,624651.00,NDA,21367813.00
Union City city,Hudson,2019,9047292.00,10927182.00,538834.00,NDA,20513309.00
Union City city,Hudson,2020,8375347.00,9505067.00,463592.00,NDA,18344006.00
Union City city,Hudson,2021,8846899.00,10101274.00,501961.00,NDA,19450135.00
Union township (Hunterdon),Hunterdon,2015,534777.00,336798.00,NDA,NDA,871575.00
Union township (Hunterdon),Hunterdon,2016,551636.00,354983.00,NDA,NDA,906619.00
Union township (Hunterdon),Hunterdon,2017,581734.00,352998.00,NDA,NDA,934733.00
Union township (Hunterdon),Hunterdon,2018,670522.00,363271.00,NDA,NDA,1033793.00
Union township (Hunterdon),Hunterdon,2019,15024534.00,9241952.00,2533818.00,NDA,26800304.00
Union township (Hunterdon),Hunterdon,2020,956930.00,530598.00,NDA,NDA,1487528.00
Union township (Hunterdon),Hunterdon,2021,1226950.00,708250.00,23134.00,NDA,1958333.00
Union township (Union),Union,2015,14632126.00,8902923.00,2376995.00,3362382.00,29274426.00
Union township (Union),Union,2016,14313572.00,8963929.00,2533818.00,NDA,25811319.00
Union township (Union),Union,2017,16150359.00,10074119.00,2637280.00,NDA,28861758.00
Union township (Union),Union,2018,18304106.00,11908965.00,1753271.00,NDA,31966342.00
Union township (Union),Union,2019,17448532.00,11232200.00,302415.00,NDA,28983148.00
Union township (Union),Union,2020,25227762.00,15557890.00,7532176.00,NDA,48317829.00
Union township (Union),Union,2021,30209799.00,18946155.00,9318415.00,NDA,58474369.00
Upper Deerfield township,Cumberland,2015,766211.00,702137.00,2530844.00,NDA,3999192.00
Upper Deerfield township,Cumberland,2016,700622.00,601986.00,2500196.00,NDA,3802803.00
Upper Deerfield township,Cumberland,2017,716230.00,665501.00,2565446.00,NDA,3947177.00
Upper Deerfield township,Cumberland,2018,892430.00,815355.00,2434603.00,NDA,4142388.00
Upper Deerfield township,Cumberland,2019,862256.00,760938.00,2835488.00,NDA,4458683.00
Upper Deerfield township,Cumberland,2020,837712.00,779974.00,2707854.00,NDA,4325539.00
Upper Deerfield township,Cumberland,2021,946381.00,832673.00,2184155.00,NDA,3963208.00
Upper Freehold township,Monmouth,2015,2081211.00,798652.00,NDA,NDA,2879864.00
Upper Freehold township,Monmouth,2016,1943002.00,1208527.00,NDA,NDA,3151530.00
Upper Freehold township,Monmouth,2017,1965254.00,411882.00,NDA,NDA,2377137.00
Upper Freehold township,Monmouth,2018,2293869.00,884053.00,NDA,NDA,3177921.00
Upper Freehold township,Monmouth,2019,2228413.00,843088.00,NDA,NDA,3071500.00
Upper Freehold township,Monmouth,2020,2080713.00,815419.00,NDA,NDA,2896132.00
Upper Freehold township,Monmouth,2021,2141794.00,892936.00,NDA,NDA,3034729.00
Upper Pittsgrove township,Salem,2015,184632.00,94593.00,NDA,NDA,279224.00
Upper Pittsgrove township,Salem,2016,160886.00,80870.00,NDA,NDA,241756.00
Upper Pittsgrove township,Salem,2017,169855.00,92055.00,NDA,NDA,261909.00
Upper Pittsgrove township,Salem,2018,222219.00,96393.00,NDA,NDA,318611.00
Upper Pittsgrove township,Salem,2019,202136.00,110739.00,NDA,NDA,312875.00
Upper Pittsgrove township,Salem,2020,206577.00,104246.00,NDA,NDA,310824.00
Upper Pittsgrove township,Salem,2021,245297.00,123149.00,NDA,NDA,368447.00
Upper Saddle River borough,Bergen,2015,6253918.00,528314.00,21305.00,NDA,6803537.00
Upper Saddle River borough,Bergen,2016,5263839.00,405673.00,16934.00,NDA,5686446.00
Upper Saddle River borough,Bergen,2017,5727871.00,447282.00,22178.00,NDA,6197331.00
Upper Saddle River borough,Bergen,2018,6274741.00,522769.00,24507.00,NDA,6822017.00
Upper Saddle River borough,Bergen,2019,6086421.00,541083.00,25440.00,NDA,6652943.00
Upper Saddle River borough,Bergen,2020,5766418.00,476950.00,23251.00,NDA,6266618.00
Upper Saddle River borough,Bergen,2021,5948103.00,485321.00,24498.00,NDA,6457922.00
Upper township,Cape May,2015,1718406.00,1841864.00,3555.00,NDA,3563825.00
Upper township,Cape May,2016,1488155.00,1609886.00,294.00,NDA,3098335.00
Upper township,Cape May,2017,1595829.00,1582717.00,112.00,NDA,3178658.00
Upper township,Cape May,2018,2013082.00,1568164.00,158.00,NDA,3581404.00
Upper township,Cape May,2019,1868965.00,1333135.00,107.00,NDA,3202206.00
Upper township,Cape May,2020,1794905.00,1314201.00,189.00,NDA,3109295.00
Upper township,Cape May,2021,1956258.00,1275180.00,4846.00,NDA,3236284.00
Ventnor City city,Atlantic,2015,4539997.00,5309153.00,NDA,NDA,9849150.00
Ventnor City city,Atlantic,2016,3579752.00,4636173.00,NDA,NDA,8215925.00
Ventnor City city,Atlantic,2017,3681647.00,4776418.00,NDA,NDA,8458064.00
Ventnor City city,Atlantic,2018,4424790.00,5363463.00,NDA,NDA,9788253.00
Ventnor City city,Atlantic,2019,3998003.00,5086287.00,NDA,NDA,9084290.00
Ventnor City city,Atlantic,2020,3562392.00,4682929.00,NDA,NDA,8245320.00
Ventnor City city,Atlantic,2021,3965325.00,5001375.00,NDA,NDA,8966700.00
Vernon township,Sussex,2015,1276836.00,1206534.00,NDA,NDA,2483370.00
Vernon township,Sussex,2016,1318109.00,1285297.00,NDA,NDA,2603405.00
Vernon township,Sussex,2017,1398893.00,580644.00,NDA,NDA,1979537.00
Vernon township,Sussex,2018,1570549.00,1430419.00,NDA,NDA,3000968.00
Vernon township,Sussex,2019,1509963.00,1436743.00,NDA,NDA,2946707.00
Vernon township,Sussex,2020,2302939.00,1294777.00,NDA,NDA,3597716.00
Vernon township,Sussex,2021,2459674.00,1530291.00,NDA,NDA,3989966.00
Verona township,Essex,2015,5094322.00,2293856.00,70769.00,NDA,7458947.00
Verona township,Essex,2016,4685824.00,2062686.00,56022.00,1121.00,6805653.00
Verona township,Essex,2017,4705428.00,2094271.00,72483.00,1106.00,6873288.00
Verona township,Essex,2018,5258837.00,2488690.00,83629.00,1032.00,7832188.00
Verona township,Essex,2019,5117092.00,2338755.00,76620.00,1118.00,7533584.00
Verona township,Essex,2020,4643222.00,2045264.00,66348.00,1121.00,6755955.00
Verona township,Essex,2021,4788526.00,2143519.00,65770.00,1137.00,6998951.00
Victory Gardens borough,Morris,2015,294626.00,77996.00,CWC,NDA,372622.00
Victory Gardens borough,Morris,2016,278746.00,69072.00,CWC,NDA,347818.00
Victory Gardens borough,Morris,2017,289060.00,75528.00,CWC,NDA,364588.00
Victory Gardens borough,Morris,2018,329298.00,86717.00,CWC,NDA,416015.00
Victory Gardens borough,Morris,2019,322264.00,95104.00,CWC,NDA,417368.00
Victory Gardens borough,Morris,2020,285911.00,71367.00,CWC,NDA,357278.00
Victory Gardens borough,Morris,2021,286462.00,82772.00,CWC,NDA,369234.00
Vineland City,Cumberland,2015,13956104.00,14943492.00,44208042.00,NDA,73107637.00
Vineland City,Cumberland,2016,11396927.00,14975985.00,69233602.00,NDA,95606514.00
Vineland City,Cumberland,2017,11821650.00,14965674.00,62695753.00,NDA,89483077.00
Vineland City,Cumberland,2018,13891920.00,16311848.00,58970679.00,NDA,89174446.00
Vineland City,Cumberland,2019,12863826.00,18119749.00,40537007.00,NDA,71520581.00
Vineland City,Cumberland,2020,12199985.00,16495435.00,32310208.00,NDA,61005628.00
Vineland City,Cumberland,2021,13060462.00,17077638.00,29924472.00,NDA,60062572.00
Voorhees township,Camden,2015,8397121.00,5381372.00,11881.00,NDA,13790374.00
Voorhees township,Camden,2016,6880775.00,4675819.00,9407.00,NDA,11566000.00
Voorhees township,Camden,2017,7162533.00,4783235.00,9663.00,NDA,11955432.00
Voorhees township,Camden,2018,8517765.00,5356120.00,11660.00,NDA,13885545.00
Voorhees township,Camden,2019,7854067.00,5110843.00,9339.00,NDA,12974249.00
Voorhees township,Camden,2020,7260847.00,4648041.00,8287.00,NDA,11917176.00
Voorhees township,Camden,2021,7819211.00,4887003.00,9441.00,NDA,12715655.00
Waldwick borough,Bergen,2015,3728624.00,982242.00,62965.00,NDA,4773831.00
Waldwick borough,Bergen,2016,3395374.00,912770.00,55767.00,NDA,4363910.00
Waldwick borough,Bergen,2017,3429703.00,889640.00,56518.00,NDA,4375861.00
Waldwick borough,Bergen,2018,3805436.00,991373.00,67432.00,NDA,4864241.00
Waldwick borough,Bergen,2019,3677729.00,943877.00,63289.00,NDA,4684895.00
Waldwick borough,Bergen,2020,3344624.00,774792.00,61075.00,NDA,4180490.00
Waldwick borough,Bergen,2021,3488879.00,803466.00,33217.00,NDA,4325562.00
Wall township,Monmouth,2015,10153560.00,4472269.00,CWC,NDA,14625829.00
Wall township,Monmouth,2016,8914767.00,4005060.00,CWC,NDA,12919827.00
Wall township,Monmouth,2017,9201667.00,4108757.00,CWC,NDA,13310424.00
Wall township,Monmouth,2018,10373338.00,4694442.00,CWC,NDA,15067780.00
Wall township,Monmouth,2019,9991142.00,4460128.00,CWC,NDA,14451270.00
Wall township,Monmouth,2020,9254600.00,3824437.00,CWC,NDA,13079037.00
Wall township,Monmouth,2021,9649316.00,4253686.00,CWC,NDA,13903002.00
Wallington borough,Bergen,2015,2904720.00,1320190.00,100165.00,NDA,4325075.00
Wallington borough,Bergen,2016,2405233.00,1227867.00,66650.00,NDA,3699750.00
Wallington borough,Bergen,2017,2561560.00,1239567.00,78011.00,NDA,3879138.00
Wallington borough,Bergen,2018,2899383.00,1355401.00,88823.00,NDA,4343606.00
Wallington borough,Bergen,2019,2772469.00,1338587.00,80152.00,NDA,4191208.00
Wallington borough,Bergen,2020,2506608.00,1152204.00,35407.00,NDA,3694219.00
Wallington borough,Bergen,2021,2640203.00,1311645.00,140950.00,NDA,4092798.00
Walpack township,Sussex,2015,NDA,NDA,NDA,NDA,0.00
Walpack township,Sussex,2016,NDA,NDA,NDA,NDA,0.00
Walpack township,Sussex,2017,NDA,NDA,NDA,NDA,0.00
Walpack township,Sussex,2018,NDA,NDA,NDA,NDA,0.00
Walpack township,Sussex,2019,NDA,NDA,NDA,NDA,0.00
Walpack township,Sussex,2020,NDA,NDA,NDA,NDA,0.00
Walpack township,Sussex,2021,NDA,NDA,NDA,NDA,0.00
Wanaque borough,Passaic,2015,3682392.00,1342979.00,104623.00,NDA,5129994.00
Wanaque borough,Passaic,2016,3359011.00,1217405.00,91785.00,NDA,4668202.00
Wanaque borough,Passaic,2017,3430800.00,1281539.00,95774.00,NDA,4808113.00
Wanaque borough,Passaic,2018,3841096.00,1458049.00,102408.00,NDA,5401553.00
Wanaque borough,Passaic,2019,3685406.00,1273453.00,107607.00,NDA,5066466.00
Wanaque borough,Passaic,2020,3424868.00,1198630.00,117514.00,NDA,4741012.00
Wanaque borough,Passaic,2021,3492444.00,1324049.00,131218.00,NDA,4947711.00
Wantage township,Sussex,2015,100109.00,308688.00,NDA,NDA,408797.00
Wantage township,Sussex,2016,102971.00,323604.00,NDA,NDA,426575.00
Wantage township,Sussex,2017,113963.00,344057.00,NDA,NDA,458020.00
Wantage township,Sussex,2018,129686.00,393060.00,NDA,NDA,522746.00
Wantage township,Sussex,2019,126523.00,388329.00,NDA,NDA,514852.00
Wantage township,Sussex,2020,201168.00,557543.00,NDA,NDA,758711.00
Wantage township,Sussex,2021,218023.00,613856.00,NDA,NDA,831879.00
Warren township,Somerset,2015,8669186.00,2569930.00,110774.00,NDA,11349890.00
Warren township,Somerset,2016,7406930.00,2251021.00,127472.00,NDA,9785423.00
Warren township,Somerset,2017,7769863.00,2347153.00,110216.00,NDA,10227232.00
Warren township,Somerset,2018,8915965.00,2650439.00,111558.00,NDA,11677962.00
Warren township,Somerset,2019,8329907.00,3811523.00,104353.00,NDA,12245783.00
Warren township,Somerset,2020,7779922.00,3820700.00,83643.00,NDA,11684266.00
Warren township,Somerset,2021,8188384.00,3950084.00,93646.00,NDA,12232114.00
Washington borough,Warren,2015,1520087.00,717749.00,NDA,NDA,2237836.00
Washington borough,Warren,2016,1020875.00,580660.00,NDA,NDA,1601536.00
Washington borough,Warren,2017,1683471.00,819638.00,NDA,NDA,2503109.00
Washington borough,Warren,2018,1889344.00,1015944.00,NDA,NDA,2905288.00
Washington borough,Warren,2019,1802813.00,1014229.00,NDA,NDA,2817042.00
Washington borough,Warren,2020,2504183.00,1230639.00,1057577.00,NDA,4792399.00
Washington borough,Warren,2021,3552480.00,1778428.00,1498380.00,NDA,6829289.00
Washington township (Bergen),Bergen,2015,4235091.00,1054256.00,6279.00,NDA,5295627.00
Washington township (Bergen),Bergen,2016,3877692.00,911690.00,5285.00,NDA,4794667.00
Washington township (Bergen),Bergen,2017,3981082.00,734454.00,3929.00,NDA,4719465.00
Washington township (Bergen),Bergen,2018,4174342.00,830158.00,5258.00,NDA,5009759.00
Washington township (Bergen),Bergen,2019,4131611.00,599206.00,4814.00,NDA,4735632.00
Washington township (Bergen),Bergen,2020,3767319.00,521101.00,3998.00,NDA,4292417.00
Washington township (Bergen),Bergen,2021,3897286.00,533212.00,4184.00,NDA,4434682.00
Washington township (Burlington),Burlington,2015,NDA,NDA,CWC,NDA,0.00
Washington township (Burlington),Burlington,2016,NDA,NDA,CWC,NDA,0.00
Washington township (Burlington),Burlington,2017,NDA,NDA,CWC,NDA,0.00
Washington township (Burlington),Burlington,2018,NDA,NDA,CWC,NDA,0.00
Washington township (Burlington),Burlington,2019,NDA,NDA,CWC,NDA,0.00
Washington township (Burlington),Burlington,2020,NDA,NDA,CWC,NDA,0.00
Washington township (Burlington),Burlington,2021,95654.00,3326907.00,CWC,NDA,3422561.00
Washington township (Gloucester),Gloucester,2015,13671341.00,9693765.00,624238.00,NDA,23989343.00
Washington township (Gloucester),Gloucester,2016,11604782.00,8595217.00,866940.00,NDA,21066939.00
Washington township (Gloucester),Gloucester,2017,11253848.00,8495199.00,795963.00,NDA,20545009.00
Washington township (Gloucester),Gloucester,2018,13540711.00,9748206.00,819707.00,NDA,24108624.00
Washington township (Gloucester),Gloucester,2019,12522923.00,9308388.00,808366.00,NDA,22639677.00
Washington township (Gloucester),Gloucester,2020,11429355.00,8203809.00,849426.00,NDA,20482589.00
Washington township (Gloucester),Gloucester,2021,12532236.00,5228088.00,1010820.00,NDA,18771144.00
Washington township (Morris),Morris,2015,3666994.00,1114037.00,NDA,NDA,4781031.00
Washington township (Morris),Morris,2016,3820538.00,1196709.00,NDA,NDA,5017247.00
Washington township (Morris),Morris,2017,4136309.00,1100702.00,NDA,NDA,5237011.00
Washington township (Morris),Morris,2018,4720938.00,1273590.00,NDA,NDA,5994528.00
Washington township (Morris),Morris,2019,4438428.00,1235522.00,NDA,NDA,5673950.00
Washington township (Morris),Morris,2020,6114309.00,922141.00,NDA,NDA,7036450.00
Washington township (Morris),Morris,2021,8600711.00,1237278.00,NDA,NDA,9837989.00
Washington township (Warren),Warren,2015,1520087.00,717749.00,NDA,NDA,2237836.00
Washington township (Warren),Warren,2016,1543159.00,729469.00,NDA,NDA,2272629.00
Washington township (Warren),Warren,2017,1095057.00,608690.00,NDA,NDA,1703748.00
Washington township (Warren),Warren,2018,1242391.00,663128.00,NDA,NDA,1905519.00
Washington township (Warren),Warren,2019,4331178.00,972732.00,NDA,NDA,5303910.00
Washington township (Warren),Warren,2020,1631353.00,717796.00,NDA,NDA,2349149.00
Washington township (Warren),Warren,2021,2349760.00,942173.00,NDA,NDA,3291932.00
Watchung borough,Somerset,2015,3290560.00,2430718.00,744255.00,NDA,6465533.00
Watchung borough,Somerset,2016,2996956.00,2117627.00,719991.00,NDA,5834574.00
Watchung borough,Somerset,2017,3022608.00,2336534.00,788762.00,NDA,6147904.00
Watchung borough,Somerset,2018,3425524.00,2409708.00,911581.00,NDA,6746812.00
Watchung borough,Somerset,2019,3303683.00,2349189.00,913930.00,NDA,6566801.00
Watchung borough,Somerset,2020,3042828.00,2150038.00,835007.00,NDA,6027872.00
Watchung borough,Somerset,2021,3191873.00,2128917.00,970914.00,NDA,6291704.00
Waterford township,Camden,2015,2895177.00,1780525.00,165.00,NDA,4675866.00
Waterford township,Camden,2016,2463864.00,1660104.00,NDA,NDA,4123968.00
Waterford township,Camden,2017,2489375.00,1473923.00,NDA,NDA,3963298.00
Waterford township,Camden,2018,2930586.00,1644208.00,NDA,NDA,4574794.00
Waterford township,Camden,2019,2769371.00,1609094.00,NDA,NDA,4378464.00
Waterford township,Camden,2020,2618090.00,1432579.00,NDA,NDA,4050669.00
Waterford township,Camden,2021,2774553.00,1600241.00,NDA,NDA,4374794.00
Wayne township,Passaic,2015,21098254.00,11729760.00,775525.00,NDA,33603538.00
Wayne township,Passaic,2016,18154087.00,10405358.00,570645.00,NDA,29130090.00
