muni,county,year,resgas,commgas,indusgas,streetgas,totgas
Wayne township,Passaic,2017,19443043.00,10683018.00,650746.00,NDA,30776807.00
Wayne township,Passaic,2018,21588020.00,12118866.00,666948.00,NDA,34373835.00
Wayne township,Passaic,2019,20426052.00,11351619.00,562022.00,NDA,32339693.00
Wayne township,Passaic,2020,19143396.00,9798553.00,512153.00,NDA,29454102.00
Wayne township,Passaic,2021,19897854.00,10841499.00,525893.00,NDA,31265246.00
Weehawken township,Hudson,2015,2985278.00,2870822.00,179358.00,NDA,6035458.00
Weehawken township,Hudson,2016,2696631.00,2584636.00,135092.00,NDA,5416359.00
Weehawken township,Hudson,2017,2846411.00,2659191.00,139959.00,NDA,5645561.00
Weehawken township,Hudson,2018,2954725.00,3072081.00,181649.00,NDA,6208456.00
Weehawken township,Hudson,2019,2923007.00,3109531.00,164967.00,NDA,6197506.00
Weehawken township,Hudson,2020,2618444.00,2807713.00,123455.00,NDA,5549612.00
Weehawken township,Hudson,2021,2706719.00,2869203.00,114494.00,NDA,5690416.00
Wenonah borough,Gloucester,2015,1007575.00,75341.00,NDA,NDA,1082916.00
Wenonah borough,Gloucester,2016,824858.00,61995.00,NDA,NDA,886853.00
Wenonah borough,Gloucester,2017,834835.00,63398.00,NDA,NDA,898234.00
Wenonah borough,Gloucester,2018,979159.00,75497.00,NDA,NDA,1054656.00
Wenonah borough,Gloucester,2019,913478.00,71239.00,NDA,NDA,984718.00
Wenonah borough,Gloucester,2020,852586.00,52605.00,NDA,NDA,905191.00
Wenonah borough,Gloucester,2021,921497.00,54424.00,NDA,NDA,975921.00
West Amwell township,Hunterdon,2015,234750.00,168805.00,NDA,NDA,403556.00
West Amwell township,Hunterdon,2016,249676.00,175386.00,NDA,NDA,425063.00
West Amwell township,Hunterdon,2017,256597.00,98504.00,NDA,NDA,355101.00
West Amwell township,Hunterdon,2018,301431.00,118930.00,NDA,NDA,420361.00
West Amwell township,Hunterdon,2019,274298.00,92049.00,NDA,NDA,366346.00
West Amwell township,Hunterdon,2020,436858.00,116650.00,NDA,NDA,553508.00
West Amwell township,Hunterdon,2021,545178.00,153262.00,NDA,NDA,698440.00
West Caldwell township,Essex,2015,4544509.00,4152808.00,891355.00,NDA,9588672.00
West Caldwell township,Essex,2016,4160286.00,3856173.00,761211.00,255.00,8777925.00
West Caldwell township,Essex,2017,4255146.00,4042867.00,813173.00,281.00,9111467.00
West Caldwell township,Essex,2018,4629338.00,3754404.00,1461893.00,283.00,9845918.00
West Caldwell township,Essex,2019,4433282.00,3236117.00,1786123.00,305.00,9455826.00
West Caldwell township,Essex,2020,4096235.00,3139275.00,1596830.00,282.00,8832622.00
West Caldwell township,Essex,2021,4173293.00,3200485.00,1788135.00,281.00,9162194.00
West Cape May borough,Cape May,2015,551470.00,90452.00,NDA,NDA,641922.00
West Cape May borough,Cape May,2016,438034.00,80373.00,NDA,NDA,518407.00
West Cape May borough,Cape May,2017,461220.00,88051.00,NDA,NDA,549271.00
West Cape May borough,Cape May,2018,586386.00,110306.00,NDA,NDA,696693.00
West Cape May borough,Cape May,2019,505187.00,114156.00,NDA,NDA,619344.00
West Cape May borough,Cape May,2020,483098.00,115030.00,NDA,NDA,598128.00
West Cape May borough,Cape May,2021,558053.00,133489.00,NDA,NDA,691543.00
West Deptford township,Gloucester,2015,4744795.00,2514812.00,7823338.00,NDA,15082945.00
West Deptford township,Gloucester,2016,4238052.00,2183898.00,7165545.00,NDA,13587496.00
West Deptford township,Gloucester,2017,4141865.00,2271863.00,7257013.00,NDA,13670741.00
West Deptford township,Gloucester,2018,4833367.00,2801659.00,7624437.00,NDA,15259463.00
West Deptford township,Gloucester,2019,4686021.00,2491911.00,7545173.00,NDA,14723104.00
West Deptford township,Gloucester,2020,4197959.00,2245742.00,6942755.00,NDA,13386456.00
West Deptford township,Gloucester,2021,4412464.00,2424237.00,5358953.00,NDA,12195654.00
West Long Branch borough,Monmouth,2015,2783244.00,1809422.00,CWC,NDA,4592666.00
West Long Branch borough,Monmouth,2016,2400432.00,1995179.00,CWC,NDA,4395611.00
West Long Branch borough,Monmouth,2017,2550207.00,1953403.00,CWC,NDA,4503610.00
West Long Branch borough,Monmouth,2018,2846909.00,2237341.00,CWC,NDA,5084250.00
West Long Branch borough,Monmouth,2019,2755133.00,2157547.00,CWC,NDA,4912680.00
West Long Branch borough,Monmouth,2020,2546888.00,192195.00,CWC,NDA,2739083.00
West Long Branch borough,Monmouth,2021,2698730.00,218688.00,CWC,NDA,2917418.00
West Milford township,Passaic,2015,6120280.00,1218518.00,80318.00,NDA,7419117.00
West Milford township,Passaic,2016,5234293.00,1062435.00,31912.00,NDA,6328640.00
West Milford township,Passaic,2017,5680219.00,1136872.00,36060.00,NDA,6853151.00
West Milford township,Passaic,2018,6367165.00,1326032.00,37888.00,NDA,7731086.00
West Milford township,Passaic,2019,6039109.00,1239231.00,36598.00,NDA,7314938.00
West Milford township,Passaic,2020,5639819.00,1135114.00,32467.00,NDA,6807399.00
West Milford township,Passaic,2021,5927626.00,1191849.00,32375.00,NDA,7151850.00
West New York town,Hudson,2015,5700053.00,9417207.00,312776.00,NDA,15430036.00
West New York town,Hudson,2016,5004272.00,8251102.00,232150.00,NDA,13487524.00
West New York town,Hudson,2017,5364026.00,8948748.00,240982.00,NDA,14553757.00
West New York town,Hudson,2018,6007478.00,10383723.00,285423.00,NDA,16676625.00
West New York town,Hudson,2019,5750135.00,9186377.00,295159.00,NDA,15231671.00
West New York town,Hudson,2020,5361376.00,8325640.00,238051.00,NDA,13925066.00
West New York town,Hudson,2021,5551094.00,8936465.00,286731.00,NDA,14774290.00
West Orange township,Essex,2015,17799435.00,6722589.00,101698.00,NDA,24623722.00
West Orange township,Essex,2016,16191854.00,6270883.00,91454.00,26852.00,22581043.00
West Orange township,Essex,2017,16060520.00,6090932.00,89230.00,26926.00,22267608.00
West Orange township,Essex,2018,18527154.00,7172107.00,102769.00,26926.00,25828957.00
West Orange township,Essex,2019,17647627.00,6817205.00,101651.00,26926.00,24593409.00
West Orange township,Essex,2020,16278585.00,5992812.00,86272.00,27000.00,22384668.00
West Orange township,Essex,2021,17005249.00,6157537.00,87781.00,26926.00,23277493.00
West Wildwood borough,Cape May,2015,284324.00,4351.00,NDA,NDA,288675.00
West Wildwood borough,Cape May,2016,224262.00,3902.00,NDA,NDA,228164.00
West Wildwood borough,Cape May,2017,227561.00,3545.00,NDA,NDA,231105.00
West Wildwood borough,Cape May,2018,291426.00,3914.00,NDA,NDA,295340.00
West Wildwood borough,Cape May,2019,258442.00,3166.00,NDA,NDA,261607.00
West Wildwood borough,Cape May,2020,233817.00,3102.00,NDA,NDA,236918.00
West Wildwood borough,Cape May,2021,271234.00,3219.00,NDA,NDA,274453.00
West Windsor township,Mercer,2015,9816956.00,4800010.00,93489.00,NDA,14710455.00
West Windsor township,Mercer,2016,8486536.00,4290178.00,60198.00,NDA,12836911.00
West Windsor township,Mercer,2017,9032322.00,4353402.00,99143.00,NDA,13484867.00
West Windsor township,Mercer,2018,9848553.00,4887708.00,72023.00,NDA,14808283.00
West Windsor township,Mercer,2019,9301822.00,4658228.00,7799.00,NDA,13967849.00
West Windsor township,Mercer,2020,8769769.00,4291653.00,6256.00,NDA,13067678.00
West Windsor township,Mercer,2021,9168127.00,4286110.00,8122.00,NDA,13462359.00
Westampton township,Burlington,2015,2046788.00,1980014.00,390047.00,NDA,4416849.00
Westampton township,Burlington,2016,1702610.00,1598748.00,301897.00,NDA,3603255.00
Westampton township,Burlington,2017,1810626.00,1762159.00,310939.00,NDA,3883724.00
Westampton township,Burlington,2018,2077768.00,2181249.00,238622.00,NDA,4497638.00
Westampton township,Burlington,2019,1992671.00,2098159.00,223013.00,NDA,4313844.00
Westampton township,Burlington,2020,1792056.00,1862059.00,208108.00,NDA,3862223.00
Westampton township,Burlington,2021,1932923.00,2056081.00,204757.00,NDA,4193762.00
Westfield town,Union,2015,10283353.00,2521988.00,NDA,NDA,12805340.00
Westfield town,Union,2016,10450199.00,2590604.00,NDA,NDA,13040804.00
Westfield town,Union,2017,11230574.00,2784457.00,NDA,NDA,14015031.00
Westfield town,Union,2018,12935995.00,3256007.00,NDA,NDA,16192002.00
Westfield town,Union,2019,12284466.00,3042779.00,NDA,NDA,15327245.00
Westfield town,Union,2020,16731396.00,3299823.00,NDA,NDA,20031218.00
Westfield town,Union,2021,23452019.00,4484218.00,NDA,NDA,27936237.00
Westville borough,Gloucester,2015,1074226.00,427389.00,50620951.00,NDA,52122567.00
Westville borough,Gloucester,2016,983794.00,407667.00,66003909.00,NDA,67395371.00
Westville borough,Gloucester,2017,982085.00,376959.00,54787715.00,NDA,56146758.00
Westville borough,Gloucester,2018,1144469.00,464095.00,49386435.00,NDA,50994999.00
Westville borough,Gloucester,2019,1105541.00,437843.00,70082560.00,NDA,71625943.00
Westville borough,Gloucester,2020,996129.00,350789.00,36012522.00,NDA,37359440.00
Westville borough,Gloucester,2021,1056142.00,385553.00,18005017.00,NDA,19446712.00
Westwood borough,Bergen,2015,3649841.00,2103813.00,164771.00,NDA,5918425.00
Westwood borough,Bergen,2016,3367374.00,1931233.00,45616.00,NDA,5344222.00
Westwood borough,Bergen,2017,3386470.00,2060689.00,8855.00,NDA,5456015.00
Westwood borough,Bergen,2018,3695364.00,2144992.00,55888.00,NDA,5896245.00
Westwood borough,Bergen,2019,3631309.00,2110412.00,50011.00,NDA,5791731.00
Westwood borough,Bergen,2020,3308166.00,1941113.00,52245.00,NDA,5301523.00
Westwood borough,Bergen,2021,3394042.00,2002073.00,14895.00,NDA,5411010.00
Weymouth township,Atlantic,2015,154859.00,8336.00,NDA,NDA,163195.00
Weymouth township,Atlantic,2016,133166.00,9233.00,NDA,NDA,142399.00
Weymouth township,Atlantic,2017,143264.00,10151.00,NDA,NDA,153416.00
Weymouth township,Atlantic,2018,170728.00,11496.00,NDA,NDA,182224.00
Weymouth township,Atlantic,2019,160046.00,12299.00,NDA,NDA,172345.00
Weymouth township,Atlantic,2020,146161.00,9744.00,NDA,NDA,155905.00
Weymouth township,Atlantic,2021,162536.00,11738.00,NDA,NDA,174275.00
Wharton borough,Morris,2015,1464531.00,4037030.00,CWC,NDA,5501561.00
Wharton borough,Morris,2016,1386789.00,4941222.00,CWC,NDA,6328011.00
Wharton borough,Morris,2017,1360641.00,4854721.00,CWC,NDA,6215362.00
Wharton borough,Morris,2018,1623121.00,5105929.00,CWC,NDA,6729050.00
Wharton borough,Morris,2019,1735651.00,5008877.00,CWC,NDA,6744528.00
Wharton borough,Morris,2020,1333118.00,4445877.00,CWC,NDA,5778995.00
Wharton borough,Morris,2021,1674418.00,4388157.00,CWC,NDA,6062575.00
White township,Warren,2015,516834.00,846355.00,NDA,NDA,1363190.00
White township,Warren,2016,524893.00,881178.00,NDA,NDA,1406070.00
White township,Warren,2017,558894.00,905633.00,NDA,NDA,1464527.00
White township,Warren,2018,643231.00,1142527.00,NDA,NDA,1785758.00
White township,Warren,2019,606118.00,1158414.00,NDA,NDA,1764532.00
White township,Warren,2020,826959.00,1715084.00,NDA,NDA,2542043.00
White township,Warren,2021,1166874.00,2015016.00,NDA,NDA,3181890.00
Wildwood city,Cape May,2015,1847205.00,1655241.00,1526.00,NDA,3503972.00
Wildwood city,Cape May,2016,1461956.00,1496778.00,1380.00,NDA,2960114.00
Wildwood city,Cape May,2017,1491700.00,1486173.00,1360.00,NDA,2979233.00
Wildwood city,Cape May,2018,1847201.00,1645573.00,1328.00,NDA,3494102.00
Wildwood city,Cape May,2019,1667588.00,1553693.00,1233.00,NDA,3222514.00
Wildwood city,Cape May,2020,1470715.00,1240478.00,1187.00,NDA,2712381.00
Wildwood city,Cape May,2021,1679761.00,1509742.00,1189.00,NDA,3190691.00
Wildwood Crest Borough,Cape May,2015,2164417.00,1672041.00,NDA,NDA,3836457.00
Wildwood Crest Borough,Cape May,2016,1689480.00,1550034.00,NDA,NDA,3239514.00
Wildwood Crest Borough,Cape May,2017,1726771.00,1620085.00,NDA,NDA,3346856.00
Wildwood Crest Borough,Cape May,2018,2187352.00,1549089.00,NDA,NDA,3736441.00
Wildwood Crest Borough,Cape May,2019,1889652.00,1536493.00,NDA,NDA,3426146.00
Wildwood Crest Borough,Cape May,2020,1719817.00,1040435.00,NDA,NDA,2760252.00
Wildwood Crest Borough,Cape May,2021,1943345.00,1313887.00,NDA,NDA,3257231.00
Willingboro township,Burlington,2015,11761897.00,2030896.00,16904.00,NDA,13809697.00
Willingboro township,Burlington,2016,10146896.00,1710351.00,13774.00,NDA,11871021.00
Willingboro township,Burlington,2017,10532008.00,1745316.00,13118.00,NDA,12290441.00
Willingboro township,Burlington,2018,12116550.00,2035673.00,16825.00,NDA,14169048.00
Willingboro township,Burlington,2019,11311568.00,1823556.00,27564.00,NDA,13162688.00
Willingboro township,Burlington,2020,10659651.00,1648040.00,23363.00,NDA,12331054.00
Willingboro township,Burlington,2021,11364632.00,1636227.00,25629.00,NDA,13026488.00
Winfield township,Union,2015,294920.00,31274.00,NDA,NDA,326194.00
Winfield township,Union,2016,295760.00,32396.00,NDA,NDA,328156.00
Winfield township,Union,2017,314891.00,40206.00,NDA,NDA,355098.00
Winfield township,Union,2018,345028.00,38003.00,NDA,NDA,383031.00
Winfield township,Union,2019,319220.00,36666.00,NDA,NDA,355886.00
Winfield township,Union,2020,485650.00,51469.00,NDA,NDA,537119.00
Winfield township,Union,2021,597363.00,61848.00,NDA,NDA,659211.00
Winslow township,Camden,2015,8950152.00,1976095.00,662901.00,NDA,11589148.00
Winslow township,Camden,2016,7745904.00,1796158.00,367827.00,NDA,9909889.00
Winslow township,Camden,2017,7666476.00,2150779.00,686327.00,NDA,10503583.00
Winslow township,Camden,2018,9265890.00,2507366.00,838912.00,NDA,12612168.00
Winslow township,Camden,2019,8806901.00,2506103.00,1473158.00,NDA,12786162.00
Winslow township,Camden,2020,8398526.00,2307537.00,1294975.00,NDA,12001038.00
Winslow township,Camden,2021,8837577.00,2822341.00,1158470.00,NDA,12818387.00
Woodbine borough,Cape May,2015,173409.00,203174.00,3388.00,NDA,379970.00
Woodbine borough,Cape May,2016,159404.00,167416.00,194.00,NDA,327014.00
Woodbine borough,Cape May,2017,182018.00,175628.00,NDA,NDA,357646.00
Woodbine borough,Cape May,2018,221066.00,221279.00,NDA,NDA,442345.00
Woodbine borough,Cape May,2019,219746.00,329624.00,NDA,NDA,549370.00
Woodbine borough,Cape May,2020,217899.00,320688.00,81.00,NDA,538668.00
Woodbine borough,Cape May,2021,247534.00,288784.00,4737.00,NDA,541054.00
Woodbridge Township,Middlesex,2015,20647623.00,14346929.00,2229267.00,NDA,37223819.00
Woodbridge Township,Middlesex,2016,22184929.00,15081497.00,11147187.00,NDA,48413614.00
Woodbridge Township,Middlesex,2017,23370169.00,15798494.00,4980255.00,NDA,44148917.00
Woodbridge Township,Middlesex,2018,26438980.00,16982929.00,102407060.00,NDA,145828968.00
Woodbridge Township,Middlesex,2019,24731954.00,14423444.00,245507720.00,NDA,284663118.00
Woodbridge Township,Middlesex,2020,37881374.00,20195309.00,270205869.00,NDA,328282552.00
Woodbridge Township,Middlesex,2021,45471217.00,25986473.00,257851505.00,NDA,329309195.00
Woodbury city,Gloucester,2015,2410078.00,1594774.00,32316.00,NDA,4037167.00
Woodbury city,Gloucester,2016,2154062.00,1776724.00,23262.00,NDA,3954048.00
Woodbury city,Gloucester,2017,2214695.00,1819602.00,22786.00,NDA,4057084.00
Woodbury city,Gloucester,2018,2452376.00,2039251.00,25484.00,NDA,4517111.00
Woodbury city,Gloucester,2019,2438823.00,1931393.00,20497.00,NDA,4390713.00
Woodbury city,Gloucester,2020,2254151.00,1712610.00,13309.00,NDA,3980069.00
Woodbury city,Gloucester,2021,2367366.00,1730561.00,16507.00,NDA,4114435.00
Woodbury Heights borough,Gloucester,2015,841005.00,550956.00,3197.00,NDA,1395158.00
Woodbury Heights borough,Gloucester,2016,706463.00,436425.00,2334.00,NDA,1145222.00
Woodbury Heights borough,Gloucester,2017,693253.00,440273.00,2078.00,NDA,1135604.00
Woodbury Heights borough,Gloucester,2018,857471.00,554006.00,1936.00,NDA,1413414.00
Woodbury Heights borough,Gloucester,2019,798421.00,500172.00,2105.00,NDA,1300698.00
Woodbury Heights borough,Gloucester,2020,725274.00,432724.00,1450.00,NDA,1159448.00
Woodbury Heights borough,Gloucester,2021,748196.00,511015.00,1833.00,NDA,1261043.00
Woodcliff Lake borough,Bergen,2015,3656916.00,805659.00,136889.00,NDA,4599464.00
Woodcliff Lake borough,Bergen,2016,3362363.00,616986.00,123322.00,NDA,4102671.00
Woodcliff Lake borough,Bergen,2017,3351884.00,672876.00,130233.00,NDA,4154992.00
Woodcliff Lake borough,Bergen,2018,3573545.00,745758.00,77441.00,NDA,4396744.00
Woodcliff Lake borough,Bergen,2019,3569307.00,810468.00,4598.00,NDA,4384374.00
Woodcliff Lake borough,Bergen,2020,3426419.00,662094.00,3702.00,NDA,4092214.00
Woodcliff Lake borough,Bergen,2021,3346164.00,650224.00,4011.00,NDA,4000399.00
Woodland Park borough,Passaic,2015,3824962.00,2121558.00,57608.00,NDA,6004127.00
Woodland Park borough,Passaic,2016,3387208.00,1823015.00,47202.00,NDA,5257425.00
Woodland Park borough,Passaic,2017,3509368.00,1934396.00,46143.00,NDA,5489907.00
Woodland Park borough,Passaic,2018,3978066.00,2191945.00,61376.00,NDA,6231387.00
Woodland Park borough,Passaic,2019,3854520.00,2082261.00,58626.00,NDA,5995407.00
Woodland Park borough,Passaic,2020,3477443.00,1839141.00,56588.00,NDA,5373172.00
Woodland Park borough,Passaic,2021,3619409.00,1896257.00,61105.00,NDA,5576771.00
Woodland township,Burlington,2015,NDA,NDA,NDA,NDA,0.00
Woodland township,Burlington,2016,NDA,NDA,NDA,NDA,0.00
Woodland township,Burlington,2017,NDA,NDA,NDA,NDA,0.00
Woodland township,Burlington,2018,NDA,NDA,NDA,NDA,0.00
Woodland township,Burlington,2019,108.00,NDA,NDA,NDA,108.00
Woodland township,Burlington,2020,936.00,NDA,NDA,NDA,936.00
Woodland township,Burlington,2021,916.00,NDA,NDA,NDA,916.00
Woodlynne borough,Camden,2015,668269.00,99864.00,2814.00,NDA,770947.00
Woodlynne borough,Camden,2016,590115.00,102718.00,2323.00,NDA,695156.00
Woodlynne borough,Camden,2017,620918.00,107833.00,1990.00,NDA,730741.00
Woodlynne borough,Camden,2018,728226.00,130884.00,1116.00,NDA,860226.00
Woodlynne borough,Camden,2019,692276.00,120945.00,862.00,NDA,814083.00
Woodlynne borough,Camden,2020,640145.00,108051.00,410.00,NDA,748606.00
Woodlynne borough,Camden,2021,706496.00,122919.00,587.00,NDA,830003.00
Wood-Ridge borough,Bergen,2015,2968388.00,1176174.00,866268.00,NDA,5010830.00
Wood-Ridge borough,Bergen,2016,2643881.00,985402.00,792077.00,NDA,4421360.00
Wood-Ridge borough,Bergen,2017,2773445.00,1058094.00,861855.00,NDA,4693394.00
Wood-Ridge borough,Bergen,2018,3020459.00,1207688.00,881851.00,NDA,5109998.00
Wood-Ridge borough,Bergen,2019,3016721.00,1207020.00,756162.00,NDA,4979903.00
Wood-Ridge borough,Bergen,2020,2784877.00,1046168.00,487281.00,NDA,4318325.00
Wood-Ridge borough,Bergen,2021,2822801.00,1082525.00,290445.00,NDA,4195771.00
Woodstown borough,Salem,2015,814853.00,3697212.00,746.00,NDA,4512811.00
Woodstown borough,Salem,2016,664110.00,3475615.00,588.00,NDA,4140313.00
Woodstown borough,Salem,2017,687858.00,4689384.00,709.00,NDA,5377951.00
Woodstown borough,Salem,2018,814126.00,5244043.00,835.00,NDA,6059004.00
Woodstown borough,Salem,2019,755449.00,5295635.00,901.00,NDA,6051985.00
Woodstown borough,Salem,2020,722708.00,4700185.00,698.00,NDA,5423591.00
Woodstown borough,Salem,2021,769916.00,3200665.00,959.00,NDA,3971540.00
Woolwich township,Gloucester,2015,2951623.00,862041.00,32053.00,NDA,3845716.00
Woolwich township,Gloucester,2016,2561906.00,803449.00,11603.00,NDA,3376958.00
Woolwich township,Gloucester,2017,2720557.00,940051.00,9399.00,NDA,3670007.00
Woolwich township,Gloucester,2018,3232595.00,961022.00,9108.00,NDA,4202725.00
Woolwich township,Gloucester,2019,3089855.00,1015829.00,9480.00,NDA,4115165.00
Woolwich township,Gloucester,2020,2932981.00,851386.00,18342.00,NDA,3802710.00
