muni,county,year,elecutil,reselec,commelec,induselec,streetelec,totelec,gasutil
Bernards township,Somerset,2017,JCPL,3894.00,NDA,NDA,NDA,NDA,PSEG
Bernards township,Somerset,2018,JCPL,117635311.00,132353852.00,5618862.00,158076.00,255766101.00,PSEG
Bernards township,Somerset,2019,JCPL,112594466.00,131535794.00,5877490.00,158076.00,250165826.00,PSEG
Bernards township,Somerset,2020,JCPL,116048774.00,118894823.00,5011545.00,158076.00,240113218.00,PSEG
Bernards township,Somerset,2021,JCPL,118189716.00,118489129.00,5715216.00,158076.00,242552137.00,PSEG
Bernardsville borough,Somerset,2015,JCPL,46525096.00,27324405.00,16861246.00,203916.00,90914663.00,PSEG
Bernardsville borough,Somerset,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Bernardsville borough,Somerset,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Bernardsville borough,Somerset,2018,JCPL,45627415.00,26360936.00,15318879.00,210552.00,87517782.00,PSEG
Bernardsville borough,Somerset,2019,JCPL,44305167.00,26399675.00,15406962.00,210552.00,86322356.00,PSEG
Bernardsville borough,Somerset,2020,JCPL,45494525.00,24045248.00,13688470.00,210552.00,83438795.00,PSEG
Bernardsville borough,Somerset,2021,JCPL,47713081.00,21048205.00,14562416.00,210552.00,83534254.00,PSEG
Bethlehem township,Hunterdon,2015,JCPL,18432706.00,3198789.00,8518979.00,13824.00,30164298.00,ETG
Bethlehem township,Hunterdon,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Bethlehem township,Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Bethlehem township,Hunterdon,2018,JCPL,18050552.00,2775576.00,9061099.00,13824.00,29901051.00,ETG
Bethlehem township,Hunterdon,2019,JCPL,17703915.00,2695048.00,6733002.00,13824.00,27145789.00,ETG
Bethlehem township,Hunterdon,2020,JCPL,18310856.00,2658285.00,5564694.00,13824.00,26547659.00,ETG
Bethlehem township,Hunterdon,2021,JCPL,18929463.00,2476405.00,7520624.00,13824.00,28940316.00,ETG
Beverly city,Burlington,2015,PSEG,7558424.00,2146767.00,11210.00,222549.00,9938950.00,PSEG
Beverly city,Burlington,2016,PSEG,7488452.00,2125964.00,18617.00,221290.00,9854323.00,PSEG
Beverly city,Burlington,2017,PSEG,7138858.00,2162654.00,33847.00,200520.00,9535879.00,PSEG
Beverly city,Burlington,2018,PSEG,7675040.00,2088557.00,35748.00,245945.00,10045290.00,PSEG
Beverly city,Burlington,2019,PSEG,7690253.00,2010523.00,16117.00,226923.00,9943816.00,PSEG
Beverly city,Burlington,2020,PSEG,8003742.00,1803950.00,35247.00,226507.00,10069446.00,PSEG
Beverly city,Burlington,2021,PSEG,8356868.00,1987440.00,44045.00,227783.00,10616136.00,PSEG
Blairstown township,Warren,2015,JCPL,28769588.00,15537186.00,829965.00,51408.00,45188147.00,ETG
Blairstown township,Warren,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Blairstown township,Warren,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Blairstown township,Warren,2018,JCPL,28240464.00,16112623.00,932423.00,52416.00,45337926.00,ETG
Blairstown township,Warren,2019,JCPL,27712336.00,15877007.00,1105084.00,52416.00,44746843.00,ETG
Blairstown township,Warren,2020,JCPL,28403307.00,13775966.00,1140216.00,52416.00,43371905.00,ETG
Blairstown township,Warren,2021,JCPL,29343790.00,14092204.00,901588.00,52416.00,44389998.00,ETG
Bloomfield township,Essex,2015,PSEG,116532042.00,98575385.00,5993972.00,4012733.00,225114132.00,PSEG
Bloomfield township,Essex,2016,PSEG,118775979.00,98831601.00,7462780.00,4010463.00,229080823.00,PSEG
Bloomfield township,Essex,2017,PSEG,113837552.00,98638378.00,7080071.00,3139309.00,222695310.00,PSEG
Bloomfield township,Essex,2018,PSEG,123279023.00,102818652.00,5158869.00,4487840.00,235744384.00,PSEG
Bloomfield township,Essex,2019,PSEG,115963803.00,100104141.00,4310175.00,3647513.00,224025632.00,PSEG
Bloomfield township,Essex,2020,PSEG,123275028.00,92466353.00,4127291.00,4162342.00,224031014.00,PSEG
Bloomfield township,Essex,2021,PSEG,124322084.00,93795240.00,4114668.00,3862005.00,226093997.00,PSEG
Bloomingdale borough,Passaic,2015,JCPL,128934.00,NDA,NDA,NDA,128934.00,PSEG
Bloomingdale borough,Passaic,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Bloomingdale borough,Passaic,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Bloomingdale borough,Passaic,2018,JCPL,177551.00,NDA,NDA,NDA,177551.00,PSEG
Bloomingdale borough,Passaic,2019,JCPL,158264.00,NDA,NDA,NDA,158264.00,PSEG
Bloomingdale borough,Passaic,2020,JCPL,175673.00,NDA,NDA,NDA,175673.00,PSEG
Bloomingdale borough,Passaic,2021,JCPL,176673.00,NDA,NDA,NDA,176673.00,PSEG
Bloomsbury borough,Hunterdon,2015,JCPL,3900673.00,3858640.00,511547.00,35844.00,8306704.00,ETG
Bloomsbury borough,Hunterdon,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Bloomsbury borough,Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Bloomsbury borough,Hunterdon,2018,JCPL,3659542.00,3381292.00,540666.00,35844.00,7617344.00,ETG
Bloomsbury borough,Hunterdon,2019,JCPL,3534608.00,3198691.00,579820.00,35844.00,7348963.00,ETG
Bloomsbury borough,Hunterdon,2020,JCPL,3630511.00,2982059.00,583631.00,35844.00,7232045.00,ETG
Bloomsbury borough,Hunterdon,2021,JCPL,3837278.00,2824348.00,666840.00,35844.00,7364310.00,ETG
Bogota borough,Bergen,2015,PSEG,20180719.00,8922574.00,1057884.00,348250.00,30509427.00,PSEG
Bogota borough,Bergen,2016,PSEG,20144532.00,8409896.00,1004132.00,385768.00,29944328.00,PSEG
Bogota borough,Bergen,2017,PSEG,19428604.00,7966570.00,996318.00,350193.00,28741685.00,PSEG
Bogota borough,Bergen,2018,PSEG,20657289.00,8472612.00,748746.00,371396.00,30250043.00,PSEG
Bogota borough,Bergen,2019,PSEG,19410199.00,8522529.00,647912.00,398911.00,28979551.00,PSEG
Bogota borough,Bergen,2020,PSEG,20403358.00,7831207.00,587344.00,393802.00,29215711.00,PSEG
Bogota borough,Bergen,2021,PSEG,21358167.00,8014780.00,552051.00,390878.00,30315876.00,PSEG
Boonton Town,Morris,2015,JCPL,24803841.00,25836205.00,2438653.00,264942.00,53343641.00,NJNG
Boonton Town,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Boonton Town,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Boonton Town,Morris,2018,JCPL,25289223.00,25299540.00,1778244.00,269295.00,52636302.00,NJNG
Boonton Town,Morris,2019,JCPL,25310227.00,25245638.00,1650969.00,269460.00,52476294.00,NJNG
Boonton Town,Morris,2020,JCPL,26167405.00,22873547.00,1533562.00,269460.00,50843974.00,NJNG
Boonton Town,Morris,2021,JCPL,26994673.00,22869026.00,1402761.00,269460.00,51535920.00,NJNG
Boonton township,Morris,2015,JCPL,22104496.00,13487551.00,12477969.00,756.00,48070772.00,NJNG
Boonton township,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Boonton township,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Boonton township,Morris,2018,JCPL,22063400.00,12490135.00,10792427.00,756.00,45346718.00,NJNG
Boonton township,Morris,2019,JCPL,21382760.00,12089458.00,9832718.00,756.00,43305692.00,NJNG
Boonton township,Morris,2020,JCPL,22190886.00,12952997.00,10105493.00,756.00,45250132.00,NJNG
Boonton township,Morris,2021,JCPL,22668193.00,20272896.00,13886130.00,756.00,56827975.00,NJNG
Bordentown city,Burlington,2015,PSEG,12517500.00,11086432.00,2125467.00,240696.00,25970095.00,PSEG
Bordentown city,Burlington,2016,PSEG,12547398.00,11166067.00,2102283.00,238047.00,26053795.00,PSEG
Bordentown city,Burlington,2017,PSEG,11885073.00,10976598.00,2140773.00,233001.00,25235445.00,PSEG
Bordentown city,Burlington,2018,PSEG,12712224.00,9504271.00,1002273.00,241023.00,23459791.00,PSEG
Bordentown city,Burlington,2019,PSEG,12152809.00,7812854.00,90096.00,239926.00,20295685.00,PSEG
Bordentown city,Burlington,2020,PSEG,12673725.00,7533867.00,64421.00,243852.00,20515865.00,PSEG
Bordentown city,Burlington,2021,PSEG,12744764.00,7610986.00,76589.00,241894.00,20674233.00,PSEG
Bordentown township,Burlington,2015,PSEG,37986679.00,43969598.00,2868489.00,941153.00,85765919.00,PSEG
Bordentown township,Burlington,2016,PSEG,38089578.00,53654132.00,2963085.00,816573.00,95523368.00,PSEG
Bordentown township,Burlington,2017,PSEG,35487326.00,52402531.00,3145220.00,834532.00,91869609.00,PSEG
Bordentown township,Burlington,2018,PSEG,37760160.00,58033229.00,4275954.00,837839.00,100907182.00,PSEG
Bordentown township,Burlington,2019,PSEG,35911148.00,56621415.00,4445875.00,736840.00,97715278.00,PSEG
Bordentown township,Burlington,2020,PSEG,36806227.00,53095771.00,3865890.00,787766.00,94555654.00,PSEG
Bordentown township,Burlington,2021,PSEG,36703844.00,59253058.00,3506969.00,783415.00,100247286.00,PSEG
Bound Brook borough,Somerset,2015,PSEG,26391723.00,23154202.00,2676999.00,742357.00,52965281.00,PSEG
Bound Brook borough,Somerset,2016,PSEG,26628374.00,23500302.00,2484117.00,833537.00,53446330.00,PSEG
Bound Brook borough,Somerset,2017,PSEG,25856673.00,22538698.00,2465893.00,757380.00,51618644.00,PSEG
Bound Brook borough,Somerset,2018,PSEG,27944885.00,23765420.00,2455332.00,804508.00,54970145.00,PSEG
Bound Brook borough,Somerset,2019,PSEG,26861889.00,23356670.00,2364234.00,798765.00,53381558.00,PSEG
Bound Brook borough,Somerset,2020,PSEG,27469123.00,21543167.00,2321395.00,811897.00,52145582.00,PSEG
Bound Brook borough,Somerset,2021,PSEG,28299191.00,22146803.00,2240979.00,825196.00,53512169.00,PSEG
Bradley Beach borough,Monmouth,2015,JCPL,16361855.00,8289914.00,121755.00,261927.00,25035451.00,NJNG
Bradley Beach borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Bradley Beach borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Bradley Beach borough,Monmouth,2018,JCPL,16521427.00,7483028.00,106957.00,260442.00,24371854.00,NJNG
Bradley Beach borough,Monmouth,2019,JCPL,16061520.00,7791520.00,98449.00,65058.00,24016547.00,NJNG
Bradley Beach borough,Monmouth,2020,JCPL,16889442.00,7398599.00,123882.00,NDA,24411923.00,NJNG
Bradley Beach borough,Monmouth,2021,JCPL,17284653.00,7539339.00,105848.00,NDA,24929840.00,NJNG
Branchburg township,Somerset,2015,PSEG/JCPL,59621102.00,207647459.00,83145654.00,106873.00,350521088.00,PSEG
Branchburg township,Somerset,2016,PSEG/JCPL,449183.00,814423.00,378717.00,29631.00,1671954.00,PSEG
Branchburg township,Somerset,2017,PSEG/JCPL,428716.00,810342.00,428582.00,27541.00,1695181.00,PSEG
Branchburg township,Somerset,2018,PSEG/JCPL,59105086.00,206499997.00,82504641.00,108958.00,348218682.00,PSEG
Branchburg township,Somerset,2019,PSEG/JCPL,57165179.00,206990125.00,65083921.00,108104.00,329347329.00,PSEG
Branchburg township,Somerset,2020,PSEG/JCPL,58816849.00,188453840.00,58167228.00,108283.00,305546200.00,PSEG
Branchburg township,Somerset,2021,PSEG/JCPL,60378352.00,198469721.00,57186175.00,108224.00,316142472.00,PSEG
Branchville borough,Sussex,2015,JCPL,3646803.00,11156871.00,522.00,39684.00,14843880.00,ETG
Branchville borough,Sussex,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Branchville borough,Sussex,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Branchville borough,Sussex,2018,JCPL,4414146.00,9870738.00,487.00,39684.00,14325055.00,ETG
Branchville borough,Sussex,2019,JCPL,3996486.00,9502708.00,515.00,39684.00,13539393.00,ETG
Branchville borough,Sussex,2020,JCPL,4019116.00,5055028.00,627.00,39684.00,9114455.00,ETG
Branchville borough,Sussex,2021,JCPL,4074184.00,4689213.00,623.00,39684.00,8803704.00,ETG
Brick township,Ocean,2015,JCPL,305110883.00,179186350.00,15545034.00,3345550.00,503187817.00,NJNG
Brick township,Ocean,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Brick township,Ocean,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Brick township,Ocean,2018,JCPL,303174218.00,160516022.00,15665295.00,3313455.00,482668990.00,NJNG
Brick township,Ocean,2019,JCPL,291950296.00,157935646.00,17066258.00,3513563.00,470465763.00,NJNG
Brick township,Ocean,2020,JCPL,295496332.00,153009746.00,16683530.00,3527546.00,468717154.00,NJNG
Brick township,Ocean,2021,JCPL,303276702.00,150491584.00,18196777.00,3031443.00,474996506.00,NJNG
Bridgeton city,Cumberland,2015,ACE,127618518.00,172327944.00,81813054.00,993986.00,382753502.00,SJG
Bridgeton city,Cumberland,2016,ACE,119932240.00,166303040.00,81187851.00,994414.00,368417545.00,SJG
Bridgeton city,Cumberland,2017,ACE,113143421.00,164568520.00,80637981.00,999062.00,359348984.00,SJG
Bridgeton city,Cumberland,2018,ACE,118147045.00,165207337.00,79400754.00,1000459.00,363755595.00,SJG
Bridgeton city,Cumberland,2019,ACE,112214602.00,160608192.00,70826257.00,1007192.00,344656243.00,SJG
Bridgeton city,Cumberland,2020,ACE,114219742.00,151053392.00,71362564.00,1010615.00,337646313.00,SJG
Bridgeton city,Cumberland,2021,ACE,116902601.00,149472228.00,73333858.00,1013710.00,340722397.00,SJG
Bridgewater township,Somerset,2015,PSEG/JCPL,156222979.00,376817357.00,62613127.00,2846266.00,598499729.00,PSEG
Bridgewater township,Somerset,2016,PSEG/JCPL,122738149.00,338525054.00,57315622.00,2637391.00,521216216.00,PSEG
Bridgewater township,Somerset,2017,PSEG/JCPL,116811217.00,335357026.00,59143595.00,2685900.00,513997738.00,PSEG
Bridgewater township,Somerset,2018,PSEG/JCPL,155370651.00,384742605.00,64374311.00,2931337.00,607418904.00,PSEG
Bridgewater township,Somerset,2019,PSEG/JCPL,146732027.00,368204987.00,66880294.00,2981304.00,584798612.00,PSEG
Bridgewater township,Somerset,2020,PSEG/JCPL,152105517.00,345349011.00,60917782.00,3161751.00,561534061.00,PSEG
Bridgewater township,Somerset,2021,PSEG/JCPL,152914641.00,335188386.00,59350964.00,2938323.00,550392314.00,PSEG
Brielle borough,Monmouth,2015,JCPL,26111939.00,8849732.00,NDA,183072.00,35144743.00,NJNG
Brielle borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Brielle borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Brielle borough,Monmouth,2018,JCPL,26433811.00,8708666.00,NDA,181326.00,35323803.00,NJNG
Brielle borough,Monmouth,2019,JCPL,25844802.00,8048557.00,NDA,180318.00,34073677.00,NJNG
Brielle borough,Monmouth,2020,JCPL,26558818.00,6791371.00,NDA,179898.00,33530087.00,NJNG
Brielle borough,Monmouth,2021,JCPL,27143308.00,7089223.00,NDA,179856.00,34412387.00,NJNG
Brigantine city,Atlantic,2015,ACE,61141153.00,20647653.00,9191.00,620955.00,82418952.00,SJG
Brigantine city,Atlantic,2016,ACE,57961074.00,19111200.00,8321.00,620923.00,77701518.00,SJG
Brigantine city,Atlantic,2017,ACE,53773877.00,18710730.00,8207.00,620771.00,73113585.00,SJG
Brigantine city,Atlantic,2018,ACE,60330307.00,19165909.00,8608.00,618969.00,80123793.00,SJG
Brigantine city,Atlantic,2019,ACE,57385734.00,18553455.00,7636.00,625769.00,76572594.00,SJG
Brigantine city,Atlantic,2020,ACE,57919246.00,16803520.00,5969.00,628998.00,75357733.00,SJG
Brigantine city,Atlantic,2021,ACE,57323709.00,17456226.00,5108.00,624472.00,75409515.00,SJG
Brooklawn borough,Camden,2015,PSEG,5705199.00,10777315.00,8571.00,190218.00,16681303.00,PSEG
Brooklawn borough,Camden,2016,PSEG,5695864.00,10995552.00,21460.00,189291.00,16902167.00,PSEG
Brooklawn borough,Camden,2017,PSEG,5404460.00,10565317.00,33660.00,185930.00,16189367.00,PSEG
Brooklawn borough,Camden,2018,PSEG,5718784.00,10318205.00,28900.00,195493.00,16261382.00,PSEG
Brooklawn borough,Camden,2019,PSEG,5480963.00,8340030.00,37420.00,178216.00,14036629.00,PSEG
Brooklawn borough,Camden,2020,PSEG,5517468.00,8740991.00,36120.00,196474.00,14491053.00,PSEG
Brooklawn borough,Camden,2021,PSEG,5542290.00,8643245.00,32180.00,194724.00,14412439.00,PSEG
Buena borough,Atlantic,2015,ACE,15399801.00,5116687.00,370726.00,210029.00,21097243.00,SJG
Buena borough,Atlantic,2016,ACE,14685681.00,5625135.00,400903.00,210029.00,20921748.00,SJG
Buena borough,Atlantic,2017,ACE,13620992.00,5001764.00,444115.00,210029.00,19276900.00,SJG
Buena borough,Atlantic,2018,ACE,25395314.00,16626244.00,14434995.00,220421.00,56676974.00,SJG
Buena borough,Atlantic,2019,ACE,24117902.00,15653394.00,14953190.00,220469.00,54944955.00,SJG
Buena borough,Atlantic,2020,ACE,13150015.00,3939744.00,424803.00,210029.00,17724591.00,SJG
Buena borough,Atlantic,2021,ACE,14244799.00,4508717.00,109797.00,210026.00,19073339.00,SJG
Buena Vista township,Atlantic,2015,ACE,38203619.00,18841986.00,13171753.00,269644.00,70487002.00,SJG
Buena Vista township,Atlantic,2016,ACE,35997827.00,17939857.00,12279541.00,274768.00,66491993.00,SJG
Buena Vista township,Atlantic,2017,ACE,32838715.00,17772092.00,13321367.00,160258.00,64092432.00,SJG
Buena Vista township,Atlantic,2018,ACE,24108185.00,8283798.00,3678302.00,142059.00,36212344.00,SJG
Buena Vista township,Atlantic,2019,ACE,22854566.00,7611769.00,5016332.00,142260.00,35624927.00,SJG
Buena Vista township,Atlantic,2020,ACE,33355594.00,18420660.00,20353280.00,152698.00,72282232.00,SJG
Buena Vista township,Atlantic,2021,ACE,33718307.00,20781420.00,16812020.00,152943.00,71464690.00,SJG
Burlington city,Burlington,2015,PSEG,29667394.00,33675276.00,16209907.00,2047734.00,81600311.00,PSEG
Burlington city,Burlington,2016,PSEG,29069759.00,34978368.00,18728239.00,1998465.00,84774831.00,PSEG
Burlington city,Burlington,2017,PSEG,27631968.00,35444115.00,15826297.00,1938350.00,80840730.00,PSEG
Burlington city,Burlington,2018,PSEG,29872735.00,35557004.00,15939131.00,2053979.00,83422849.00,PSEG
Burlington city,Burlington,2019,PSEG,29046798.00,33991353.00,17316907.00,2051554.00,82406612.00,PSEG
Burlington city,Burlington,2020,PSEG,29894507.00,30156971.00,19106447.00,2069146.00,81227071.00,PSEG
Burlington city,Burlington,2021,PSEG,31722537.00,31626215.00,16453163.00,2053266.00,81855181.00,PSEG
Burlington township,Burlington,2015,PSEG,74964199.00,116434781.00,4485323.00,1186854.00,197071157.00,PSEG
Burlington township,Burlington,2016,PSEG,74336017.00,111286084.00,4609909.00,1174016.00,191406026.00,PSEG
Burlington township,Burlington,2017,PSEG,70149497.00,103421503.00,4431195.00,1167073.00,179169268.00,PSEG
Burlington township,Burlington,2018,PSEG,72904856.00,106819157.00,4527743.00,1193089.00,185444845.00,PSEG
Burlington township,Burlington,2019,PSEG,69358515.00,104265613.00,4329519.00,1267008.00,179220655.00,PSEG
Burlington township,Burlington,2020,PSEG,71141020.00,94252137.00,4648904.00,1215815.00,171257876.00,PSEG
Burlington township,Burlington,2021,PSEG,71057006.00,96881310.00,4639507.00,1220197.00,173798020.00,PSEG
Butler borough,Morris,2015,MEU/JCPL,8487.00,330160.00,1254375.00,NDA,1593022.00,PSEG
Butler borough,Morris,2016,MEU/JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Butler borough,Morris,2017,MEU/JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Butler borough,Morris,2018,MEU/JCPL,11125.00,232560.00,1006443.00,NDA,1250128.00,PSEG
Butler borough,Morris,2019,MEU/JCPL,9725.00,240520.00,947265.00,NDA,1197510.00,PSEG
Butler borough,Morris,2020,MEU/JCPL,12085.00,250080.00,911698.00,NDA,1173863.00,PSEG
Butler borough,Morris,2021,MEU/JCPL,11252.00,265360.00,1067004.00,NDA,1343616.00,PSEG
Byram township,Sussex,2015,JCPL,36589648.00,14107739.00,410693.00,101964.00,51210044.00,ETG
Byram township,Sussex,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Byram township,Sussex,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Byram township,Sussex,2018,JCPL,36610156.00,13924932.00,338633.00,101964.00,50975685.00,ETG
Byram township,Sussex,2019,JCPL,35020092.00,13707355.00,334744.00,101964.00,49164155.00,ETG
Byram township,Sussex,2020,JCPL,35964148.00,12575684.00,320081.00,101964.00,48961877.00,ETG
Byram township,Sussex,2021,JCPL,37156689.00,12447352.00,329830.00,101964.00,50035835.00,ETG
Caldwell borough,Essex,2015,PSEG,21956248.00,25806025.00,98666.00,580774.00,48441713.00,PSEG
Caldwell borough,Essex,2016,PSEG,21847681.00,25084018.00,77197.00,605814.00,47614710.00,PSEG
Caldwell borough,Essex,2017,PSEG,20871104.00,24364626.00,106558.00,608131.00,45950419.00,PSEG
Caldwell borough,Essex,2018,PSEG,21992380.00,24761904.00,102182.00,604971.00,47461437.00,PSEG
Caldwell borough,Essex,2019,PSEG,20927807.00,24170903.00,104328.00,565914.00,45768952.00,PSEG
Caldwell borough,Essex,2020,PSEG,22066922.00,21956811.00,76891.00,612647.00,44713271.00,PSEG
Caldwell borough,Essex,2021,PSEG,21918098.00,22583312.00,77419.00,612817.00,45191646.00,PSEG
Califon borough,Hunterdon,2015,JCPL,4694265.00,4269604.00,99152.00,44520.00,9107541.00,ETG
Califon borough,Hunterdon,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Califon borough,Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Califon borough,Hunterdon,2018,JCPL,4809432.00,3986515.00,104968.00,44520.00,8945435.00,ETG
Califon borough,Hunterdon,2019,JCPL,4624396.00,3946486.00,102942.00,44520.00,8718344.00,ETG
Califon borough,Hunterdon,2020,JCPL,4739121.00,3651784.00,76971.00,44520.00,8512396.00,ETG
Califon borough,Hunterdon,2021,JCPL,4881682.00,3670333.00,70552.00,44520.00,8667087.00,ETG
Camden city,Camden,2015,PSEG,155789502.00,375229230.00,107371476.00,11106430.00,649496638.00,PSEG
Camden city,Camden,2016,PSEG,157528296.00,370228907.00,111665622.00,11093858.00,650516683.00,PSEG
Camden city,Camden,2017,PSEG,159547230.00,371190630.00,121898929.00,10728399.00,663365188.00,PSEG
Camden city,Camden,2018,PSEG,160497124.00,382949272.00,122200569.00,11185497.00,676832462.00,PSEG
Camden city,Camden,2019,PSEG,156647964.00,377175139.00,120373149.00,11064762.00,665261014.00,PSEG
Camden city,Camden,2020,PSEG,162633958.00,350573599.00,95150732.00,11048319.00,619406608.00,PSEG
Camden city,Camden,2021,PSEG,170849691.00,342239023.00,90031702.00,11289288.00,614409704.00,PSEG
Cape May City,Cape May,2015,ACE,32753952.00,46120663.00,3333831.00,383770.00,82592216.00,SJG
Cape May City,Cape May,2016,ACE,31474903.00,44687041.00,3260657.00,383248.00,79805849.00,SJG
Cape May City,Cape May,2017,ACE,29672586.00,44597428.00,222364.00,388688.00,74881066.00,SJG
Cape May City,Cape May,2018,ACE,33264143.00,47529454.00,3609426.00,388692.00,84791715.00,SJG
Cape May City,Cape May,2019,ACE,31041878.00,45920475.00,3206441.00,388676.00,80557470.00,SJG
Cape May City,Cape May,2020,ACE,31399800.00,44269020.00,242689.00,390722.00,76302231.00,SJG
